"codigo_producto","descripcion","negocio","seccion","linea","categoria","abastecimiento","comuna","region","tienda","zonal","mes","año","semestre","fecha","motivo","ubicación_motivo","merma_unidad","merma_monto","merma_unidad_p","merma_monto_p"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/3/2016","Interno","Sala de Ventas","-9.853","-17735","9.853","17735"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/4/2016","Interno","Bodega","-16.291","-29170","16.291","29170"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/6/2016","Interno","Bodega","-3.702","-7018","3.702","7018"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/8/2016","Interno","Bodega","-10.858","-20773","10.858","20773"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/9/2016","Interno","Bodega","-2.611","-4995","2.611","4995"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/10/2016","Interno","Bodega","-3.803","-7302","3.803","7302"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/12/2016","Interno","Bodega","-3.323","-6406","3.323","6406"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/13/2016","Interno","Bodega","-7.292","-14058","7.292","14058"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/15/2016","Interno","Bodega","-5.59","-10838","5.59","10838"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/17/2016","Interno","Bodega","-1.687","-3283","1.687","3283"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/18/2016","Interno","Bodega","-2.671","-5197","2.671","5197"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/23/2016","Interno","Bodega","-0.747","-1233","0.747","1233"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/26/2016","Interno","Bodega","-3.631","-6564","3.631","6564"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/2/2016","Interno","Bodega","-3.285","-6313","3.285","6313"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/4/2016","Interno","Bodega","-1.345","-2541","1.345","2541"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/5/2016","Interno","Bodega","-6.413","-11564","6.413","11564"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/8/2016","Interno","Bodega","-11.1","-20390","11.1","20390"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/12/2016","Interno","Bodega","-1.01","-1970","1.01","1970"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/16/2016","Interno","Bodega","-0.374","-728","0.374","728"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/19/2016","Interno","Bodega","-1.465","-2857","1.465","2857"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/22/2016","Interno","Bodega","-0.596","-1162","0.596","1162"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/26/2016","Interno","Bodega","-2.636","-4349","2.636","4349"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/4/2016","Interno","Bodega","-4.585","-8803","4.585","8803"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/6/2016","Interno","Bodega","-3.93","-7279","3.93","7279"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/9/2016","Interno","Bodega","-5.705","-10566","5.705","10566"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/12/2016","Interno","Bodega","-1.237","-2291","1.237","2291"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/16/2016","Interno","Bodega","-0.874","-1694","0.874","1694"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/2/2016","Interno","Bodega","-2.279","-4319","2.279","4319"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/4/2016","Interno","Bodega","-1.164","-2206","1.164","2206"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/6/2016","Interno","Bodega","-2.198","-3986","2.198","3986"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/8/2016","Interno","Bodega","-1.318","-2445","1.318","2445"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/10/2016","Interno","Bodega","-0.54","-1015","0.54","1015"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/13/2016","Interno","Bodega","-2.135","-4130","2.135","4130"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/16/2016","Interno","Bodega","-5.339","-10407","5.339","10407"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/18/2016","Interno","Bodega","-1.368","-2667","1.368","2667"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/19/2016","Interno","Bodega","-1.044","-2035","1.044","2035"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/23/2016","Interno","Bodega","-1.656","-2816","1.656","2816"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/24/2016","Interno","Bodega","-4.579","-7786","4.579","7786"
"14190","PALETA GRANEL SUPER CERDO KG","PERECIBLES","CARNES","CERDO","CERDO GRANEL","Directo","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/25/2016","Interno","Bodega","-4.579","-7786","4.579","7786"
"51802","TRUTRO ENT POLLO SUPERPOLLO GRANEL 1 KG","PERECIBLES","CARNES","POLLO","POLLO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/4/2016","Interno","Bodega","-1.665","-1981","1.665","1981"
"51802","TRUTRO ENT POLLO SUPERPOLLO GRANEL 1 KG","PERECIBLES","CARNES","POLLO","POLLO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/8/2016","Interno","Bodega","-0.471","-557","0.471","557"
"51802","TRUTRO ENT POLLO SUPERPOLLO GRANEL 1 KG","PERECIBLES","CARNES","POLLO","POLLO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/12/2016","Interno","Bodega","-0.471","-558","0.471","558"
"51802","TRUTRO ENT POLLO SUPERPOLLO GRANEL 1 KG","PERECIBLES","CARNES","POLLO","POLLO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/22/2016","Interno","Bodega","-1.918","-2282","1.918","2282"
"51802","TRUTRO ENT POLLO SUPERPOLLO GRANEL 1 KG","PERECIBLES","CARNES","POLLO","POLLO GRANEL","Directo","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/25/2016","Vencimiento","Bodega","-345.75","-411442","345.75","411442"
"51802","TRUTRO ENT POLLO SUPERPOLLO GRANEL 1 KG","PERECIBLES","CARNES","POLLO","POLLO GRANEL","Directo","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/2/2016","Interno","Bodega","-0.24","-286","0.24","286"
"51802","TRUTRO ENT POLLO SUPERPOLLO GRANEL 1 KG","PERECIBLES","CARNES","POLLO","POLLO GRANEL","Directo","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/6/2016","Interno","Bodega","-0.496","-590","0.496","590"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/2/2016","Interno","Bodega","-1","-452","1","452"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/3/2016","Interno","Bodega","-1","-451","1","451"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/4/2016","Interno","Bodega","-1","-451","1","451"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/6/2016","Interno","Bodega","-3","-1352","3","1352"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/8/2016","Interno","Bodega","-5","-2253","5","2253"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/15/2016","Interno","Bodega","-2","-901","2","901"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/22/2016","Interno","Bodega","-2","-901","2","901"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/23/2016","Interno","Bodega","-1","-450","1","450"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/25/2016","Interno","Bodega","-1","-450","1","450"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","ANGOL","IX","ANGOL","Juan Perez","Diciembre","2016","Segundo","12/26/2016","Interno","Bodega","-1","-450","1","450"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/3/2016","Interno","Bodega","-6","-2703","6","2703"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/4/2016","Interno","Bodega","-4","-1802","4","1802"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/5/2016","Interno","Bodega","-2","-901","2","901"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/10/2016","Interno","Bodega","-4","-1801","4","1801"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/15/2016","Interno","Bodega","-1","-450","1","450"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/16/2016","Interno","Bodega","-5","-2250","5","2250"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/17/2016","Interno","Bodega","-1","-450","1","450"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/18/2016","Interno","Bodega","-1","-450","1","450"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/19/2016","Interno","Bodega","-3","-1350","3","1350"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/22/2016","Interno","Bodega","-2","-900","2","900"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/23/2016","Interno","Bodega","-1","-450","1","450"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/24/2016","Interno","Bodega","-1","-450","1","450"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO II","Juan Perez","Diciembre","2016","Segundo","12/25/2016","Interno","Bodega","-2","-900","2","900"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/2/2016","Interno","Bodega","-4","-1801","4","1801"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/3/2016","Interno","Bodega","-6","-2701","6","2701"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/4/2016","Clientes","Sala de Ventas","-1","-450","1","450"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/15/2016","Interno","Bodega","-2","-900","2","900"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/5/2016","Interno","Bodega","-1","-450","1","450"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/6/2016","Interno","Bodega","-1","-450","1","450"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/8/2016","Interno","Bodega","-4","-1800","4","1800"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/10/2016","Interno","Bodega","-4","-1799","4","1799"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/11/2016","Interno","Bodega","-1","-450","1","450"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/13/2016","Interno","Bodega","-5","-2248","5","2248"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/15/2016","Interno","Bodega","-1","-450","1","450"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/16/2016","Interno","Bodega","-5","-2248","5","2248"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/17/2016","Interno","Bodega","-8","-3597","8","3597"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/20/2016","Interno","Bodega","-10","-4495","10","4495"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/22/2016","Interno","Bodega","-8","-3596","8","3596"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/23/2016","Interno","Bodega","-6","-2697","6","2697"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/24/2016","Interno","Bodega","-6","-2697","6","2697"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/25/2016","Interno","Bodega","-2","-900","2","900"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO III","Juan Perez","Diciembre","2016","Segundo","12/26/2016","Interno","Bodega","-6","-2697","6","2697"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/2/2016","Interno","Bodega","-2","-905","2","905"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/3/2016","Interno","Bodega","-2","-905","2","905"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/5/2016","Interno","Bodega","-3","-1357","3","1357"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/8/2016","Interno","Bodega","-4","-1809","4","1809"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/11/2016","Interno","Bodega","-2","-903","2","903"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/13/2016","Interno","Bodega","-1","-451","1","451"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/15/2016","Interno","Bodega","-1","-451","1","451"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/16/2016","Interno","Bodega","-1","-451","1","451"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/22/2016","Interno","Bodega","-1","-451","1","451"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO IV","Juan Perez","Diciembre","2016","Segundo","12/26/2016","Interno","Bodega","-1","-451","1","451"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO V","Juan Perez","Diciembre","2016","Segundo","12/2/2016","Interno","Bodega","-5","-2256","5","2256"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO V","Juan Perez","Diciembre","2016","Segundo","12/4/2016","Interno","Bodega","-18","-8104","18","8104"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO V","Juan Perez","Diciembre","2016","Segundo","12/5/2016","Interno","Bodega","-9","-4052","9","4052"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO V","Juan Perez","Diciembre","2016","Segundo","12/8/2016","Interno","Bodega","-3","-1351","3","1351"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO V","Juan Perez","Diciembre","2016","Segundo","12/10/2016","Interno","Bodega","-3","-1350","3","1350"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO V","Juan Perez","Diciembre","2016","Segundo","12/11/2016","Interno","Bodega","-1","-450","1","450"
"349368","AZUCAR GRANULADA MERKAT 1 KG","PGC","PGC ALIMENTACION","ALIMENTO BASICO","AZUCAR","Centralizado","TEMUCO","IX","TEMUCO V","Juan Perez","Diciembre","2016","Segundo","12/12/2016","Interno","Bodega","-6","-2699","6","2699"
